,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,email,label,c_e,character_count,word_count,sentence_count,c_e1
1031,1031,1031,1031,1031,once upon a time ville wrote thanks a lot the rpms seem to be fine they worked for me out of the box on vanilla valhalla w latest errata except that i don t see an init script in the rpms a sample one designed for rh is supposed to be in utils alsasound could you take a look if it can be included it doesn t need to as red hat linux already sets correct permissions on all alsa audio devices for locally logged in users through the console perms file and the modules conf files takes care of loading the right modules on demand also aumix and the scripts that come with red hat linux still work for controlling the volume so it s still saved and restored when the computer is halted even using alsa i m glad you got your card working with these i m now wondering if i won t maybe buy an amplifier that supports dolby digial decoding my current one only does pro logic since i ve read that alsa supports the s pdif optical output of the sound chip of my shuttle URL from what i can tell after only NUMBER days using it alsa rocks especially since having a full oss compatibility results that it breaks nothing at all matthias matthias saou world trade center edificio norte NUMBER planta system and network engineer NUMBER barcelona spain electronic group interactive phone NUMBER NUMBER NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,upon time vill wrote thank lot rpm seem fine work box vanilla valhalla w latest errata except see init script rpm sampl one design rh suppos util alsasound could take look includ need red hat linux alreadi set correct permiss alsa audio devic local log user consol perm file modul conf file take care load right modul demand also aumix script come red hat linux still work control volum still save restor comput halt even use alsa glad got card work wonder mayb buy amplifi support dolbi digial decod current one pro logic sinc read alsa support pdif optic output sound chip shuttl url tell number day use alsa rock especi sinc full oss compat result break noth matthia matthia saou world trade center edificio nort number planta system network engin number barcelona spain electron group interact phone number number number number number rpm list mail list rpm list freshrpm net url,1406,255,1,upon time ville wrote thanks lot rpms seem fine worked box vanilla valhalla w latest errata except see init script rpms sample one designed rh supposed utils alsasound could take look included need red hat linux already sets correct permissions alsa audio devices locally logged users console perms file modules conf files takes care loading right modules demand also aumix scripts come red hat linux still work controlling volume still saved restored computer halted even using alsa glad got card working wondering maybe buy amplifier supports dolby digial decoding current one pro logic since read alsa supports pdif optical output sound chip shuttle url tell number days using alsa rocks especially since full oss compatibility results breaks nothing matthias matthias saou world trade center edificio norte number planta system network engineer number barcelona spain electronic group interactive phone number number number number number rpm list mailing list rpm list freshrpms net url
1032,1032,1032,1032,1032,on thu NUMBER NUMBER NUMBER at NUMBER NUMBER ville skyttä wrote thanks a lot the rpms seem to be fine they worked for me out of the box on vanilla valhalla w latest errata except that i don t see an init script in the rpms a sample one designed for rh is supposed to be in utils alsasound could you take a look if it can be included ok some more nits alsa xmms doesn t work if i don t have alsa lib devel installed but xmms dies on startup telling me cannot load alsa library URL cannot open shared object file no such file or directory URL is part of alsa lib devel if i install it the alsa xmms output plugins works fine i can t install the xine stuff because xine libs needs libglcore so NUMBER which i can t find anywhere nvidia stuff i have radeon NUMBER ille skyttä ville skytta at URL _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,thu number number number number number vill skytt wrote thank lot rpm seem fine work box vanilla valhalla w latest errata except see init script rpm sampl one design rh suppos util alsasound could take look includ ok nit alsa xmm work alsa lib devel instal xmm die startup tell cannot load alsa librari url cannot open share object file file directori url part alsa lib devel instal alsa xmm output plugin work fine instal xine stuff xine lib need libglcor number find anywher nvidia stuff radeon number ill skytt vill skytta url rpm list mail list rpm list freshrpm net url,889,169,1,thu number number number number number ville skytt wrote thanks lot rpms seem fine worked box vanilla valhalla w latest errata except see init script rpms sample one designed rh supposed utils alsasound could take look included ok nits alsa xmms work alsa lib devel installed xmms dies startup telling cannot load alsa library url cannot open shared object file file directory url part alsa lib devel install alsa xmms output plugins works fine install xine stuff xine libs needs libglcore number find anywhere nvidia stuff radeon number ille skytt ville skytta url rpm list mailing list rpm list freshrpms net url
1033,1033,1033,1033,1033,once upon a time ville wrote ok some more nits alsa xmms doesn t work if i don t have alsa lib devel installed but xmms dies on startup telling me cannot load alsa library URL cannot open shared object file no such file or directory URL is part of alsa lib devel if i install it the alsa xmms output plugins works fine ok will fix i can t install the xine stuff because xine libs needs libglcore so NUMBER which i can t find anywhere nvidia stuff i have radeon NUMBER argh got bitten again will fix too thanks a lot for pointing these out matthias matthias saou world trade center edificio norte NUMBER planta system and network engineer NUMBER barcelona spain electronic group interactive phone NUMBER NUMBER NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,upon time vill wrote ok nit alsa xmm work alsa lib devel instal xmm die startup tell cannot load alsa librari url cannot open share object file file directori url part alsa lib devel instal alsa xmm output plugin work fine ok fix instal xine stuff xine lib need libglcor number find anywher nvidia stuff radeon number argh got bitten fix thank lot point matthia matthia saou world trade center edificio nort number planta system network engin number barcelona spain electron group interact phone number number number number number rpm list mail list rpm list freshrpm net url,828,143,1,upon time ville wrote ok nits alsa xmms work alsa lib devel installed xmms dies startup telling cannot load alsa library url cannot open shared object file file directory url part alsa lib devel install alsa xmms output plugins works fine ok fix install xine stuff xine libs needs libglcore number find anywhere nvidia stuff radeon number argh got bitten fix thanks lot pointing matthias matthias saou world trade center edificio norte number planta system network engineer number barcelona spain electronic group interactive phone number number number number number rpm list mailing list rpm list freshrpms net url
1034,1034,1034,1034,1034,on thu NUMBER NUMBER NUMBER at NUMBER NUMBER matthias saou wrote thanks a lot the rpms seem to be fine they worked for me out of the box on vanilla valhalla w latest errata except that i don t see an init script in the rpms a sample one designed for rh is supposed to be in utils alsasound could you take a look if it can be included it doesn t need to as red hat linux already sets correct permissions on all alsa audio devices for locally logged in users through the console perms file and the modules conf files takes care of loading the right modules on demand also aumix and the scripts that come with red hat linux still work for controlling the volume so it s still saved and restored when the computer is halted even using alsa ah the mixer stuff was what made me look for an init script in the first place i didn t bother to check whether the existing stuff would have worked with that will try that out you can assume silence success from what i can tell after only NUMBER days using it alsa rocks especially since having a full oss compatibility results that it breaks nothing at all agreed though with only NUMBER hours experience ille skyttä ville skytta at URL _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,thu number number number number number matthia saou wrote thank lot rpm seem fine work box vanilla valhalla w latest errata except see init script rpm sampl one design rh suppos util alsasound could take look includ need red hat linux alreadi set correct permiss alsa audio devic local log user consol perm file modul conf file take care load right modul demand also aumix script come red hat linux still work control volum still save restor comput halt even use alsa ah mixer stuff made look init script first place bother check whether exist stuff would work tri assum silenc success tell number day use alsa rock especi sinc full oss compat result break noth agre though number hour experi ill skytt vill skytta url rpm list mail list rpm list freshrpm net url,1272,234,1,thu number number number number number matthias saou wrote thanks lot rpms seem fine worked box vanilla valhalla w latest errata except see init script rpms sample one designed rh supposed utils alsasound could take look included need red hat linux already sets correct permissions alsa audio devices locally logged users console perms file modules conf files takes care loading right modules demand also aumix scripts come red hat linux still work controlling volume still saved restored computer halted even using alsa ah mixer stuff made look init script first place bother check whether existing stuff would worked try assume silence success tell number days using alsa rocks especially since full oss compatibility results breaks nothing agreed though number hours experience ille skytt ville skytta url rpm list mailing list rpm list freshrpms net url
1035,1035,1035,1035,1035,once upon a time ville wrote ah the mixer stuff was what made me look for an init script in the first place i didn t bother to check whether the existing stuff would have worked with that will try that out you can assume silence success well from what i ve tried both the main and the pcm at least volume levels can be controlled either by alsamixer or the good old aumix from what i can tell after only NUMBER days using it alsa rocks especially since having a full oss compatibility results that it breaks nothing at all agreed though with only NUMBER hours experience i guess hope some other people from the list will try it out both problems you reported libasound so and wrong xine dependency are now fixed in the current packages oh it s maybe also worth pointing out i ve implemented at last sorting by both last change date and alphabetically for my build list in the php code URL and yes i accept patches comments suggestions about all those spec files matthias matthias saou world trade center edificio norte NUMBER planta system and network engineer NUMBER barcelona spain electronic group interactive phone NUMBER NUMBER NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,upon time vill wrote ah mixer stuff made look init script first place bother check whether exist stuff would work tri assum silenc success well tri main pcm least volum level control either alsamix good old aumix tell number day use alsa rock especi sinc full oss compat result break noth agre though number hour experi guess hope peopl list tri problem report libasound wrong xine depend fix current packag oh mayb also worth point implement last sort last chang date alphabet build list php code url ye accept patch comment suggest spec file matthia matthia saou world trade center edificio nort number planta system network engin number barcelona spain electron group interact phone number number number number number rpm list mail list rpm list freshrpm net url,1251,216,1,upon time ville wrote ah mixer stuff made look init script first place bother check whether existing stuff would worked try assume silence success well tried main pcm least volume levels controlled either alsamixer good old aumix tell number days using alsa rocks especially since full oss compatibility results breaks nothing agreed though number hours experience guess hope people list try problems reported libasound wrong xine dependency fixed current packages oh maybe also worth pointing implemented last sorting last change date alphabetically build list php code url yes accept patches comments suggestions spec files matthias matthias saou world trade center edificio norte number planta system network engineer number barcelona spain electronic group interactive phone number number number number number rpm list mailing list rpm list freshrpms net url
1036,1036,1036,1036,1036,thanks for this i m going to give them another try one question how do i switch between digital out and analog out with alsa with emuNUMBERkNUMBER tools it s easy enough emu config d for digital emu config a for analog is there a similar method with alsa lance on wed NUMBER NUMBER NUMBER at NUMBER NUMBER matthias saou wrote followup to the story i ve now made a sub package of alsa driver called alsa kernel which contains only the kernel modules and alsa driver contains everything else from the original package device entries include files and docs this should allow installation of a single alsa driver package and multiple alsa kernel if you have more than one kernel installed right now the dependencies make it mandatory to have kernels installed through rpm people who install from source can still install the alsa modules from the source though the devices are there now thank gordon for reporting the problem and as i said you were the only one any further comments are very welcome download URL new spec URL if you aren t running kernel NUMBER NUMBER NUMBER NUMBER for iNUMBER simply rebuild the alsa driver source rpm and you ll get a package for your running kernel matthias clean custom red hat linux rpm packages URL red hat linux release NUMBER NUMBER valhalla running linux kernel NUMBER NUMBER NUMBER NUMBER load NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER ac on line battery charging NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL linux one stanza tip lost sub finding out files larger than given size lost NUMBER to find out all files in a dir over a given size try find path to dir_of_file type f size nk where n is a number like NUMBER for NUMBERmb and multiples thereof discussions on lih NUMBER jul NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,thank go give anoth tri one question switch digit analog alsa emunumberknumb tool easi enough emu config digit emu config analog similar method alsa lanc wed number number number number number matthia saou wrote followup stori made sub packag alsa driver call alsa kernel contain kernel modul alsa driver contain everyth els origin packag devic entri includ file doc allow instal singl alsa driver packag multipl alsa kernel one kernel instal right depend make mandatori kernel instal rpm peopl instal sourc still instal alsa modul sourc though devic thank gordon report problem said one comment welcom download url new spec url run kernel number number number number inumb simpli rebuild alsa driver sourc rpm get packag run kernel matthia clean custom red hat linux rpm packag url red hat linux releas number number valhalla run linux kernel number number number number load number number number number number number ac line batteri charg number number number rpm list mail list rpm list freshrpm net url linux one stanza tip lost sub find file larger given size lost number find file dir given size tri find path diroffil type f size nk n number like number numbermb multipl thereof discuss lih number jul number rpm list mail list rpm list freshrpm net url,1899,322,1,thanks going give another try one question switch digital analog alsa emunumberknumber tools easy enough emu config digital emu config analog similar method alsa lance wed number number number number number matthias saou wrote followup story made sub package alsa driver called alsa kernel contains kernel modules alsa driver contains everything else original package device entries include files docs allow installation single alsa driver package multiple alsa kernel one kernel installed right dependencies make mandatory kernels installed rpm people install source still install alsa modules source though devices thank gordon reporting problem said one comments welcome download url new spec url running kernel number number number number inumber simply rebuild alsa driver source rpm get package running kernel matthias clean custom red hat linux rpm packages url red hat linux release number number valhalla running linux kernel number number number number load number number number number number number ac line battery charging number number number rpm list mailing list rpm list freshrpms net url linux one stanza tip lost sub finding files larger given size lost number find files dir given size try find path diroffile type f size nk n number like number numbermb multiples thereof discussions lih number jul number rpm list mailing list rpm list freshrpms net url
1037,1037,1037,1037,1037,on thu NUMBER NUMBER NUMBER at NUMBER NUMBER matthias saou wrote ah the mixer stuff was what made me look for an init script in the first place i didn t bother to check whether the existing stuff would have worked with that will try that out you can assume silence success well from what i ve tried both the main and the pcm at least volume levels can be controlled either by alsamixer or the good old aumix cool i ll try it out as well as the new rpms tomorrow from what i can tell after only NUMBER days using it alsa rocks especially since having a full oss compatibility results that it breaks nothing at all agreed though with only NUMBER hours experience i guess hope some other people from the list will try it out both problems you reported libasound so and wrong xine dependency are now fixed in the current packages thanks that was quick ille skyttä ville skytta at URL _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,thu number number number number number matthia saou wrote ah mixer stuff made look init script first place bother check whether exist stuff would work tri assum silenc success well tri main pcm least volum level control either alsamix good old aumix cool tri well new rpm tomorrow tell number day use alsa rock especi sinc full oss compat result break noth agre though number hour experi guess hope peopl list tri problem report libasound wrong xine depend fix current packag thank quick ill skytt vill skytta url rpm list mail list rpm list freshrpm net url,977,176,1,thu number number number number number matthias saou wrote ah mixer stuff made look init script first place bother check whether existing stuff would worked try assume silence success well tried main pcm least volume levels controlled either alsamixer good old aumix cool try well new rpms tomorrow tell number days using alsa rocks especially since full oss compatibility results breaks nothing agreed though number hours experience guess hope people list try problems reported libasound wrong xine dependency fixed current packages thanks quick ille skytt ville skytta url rpm list mailing list rpm list freshrpms net url
1038,1038,1038,1038,1038,ok i got alsa installed and there is no static inbetween mpNUMBERs like before which is great my setup is digital NUMBER NUMBER but sound is only coming from front NUMBER speakers and subwoofer rear speakers there is no sound also alsamixer or aumix are unresponsive as well lance on wed NUMBER NUMBER NUMBER at NUMBER NUMBER lance wrote thanks for this i m going to give them another try one question how do i switch between digital out and analog out with alsa with emuNUMBERkNUMBER tools it s easy enough emu config d for digital emu config a for analog is there a similar method with alsa lance on wed NUMBER NUMBER NUMBER at NUMBER NUMBER matthias saou wrote followup to the story i ve now made a sub package of alsa driver called alsa kernel which contains only the kernel modules and alsa driver contains everything else from the original package device entries include files and docs this should allow installation of a single alsa driver package and multiple alsa kernel if you have more than one kernel installed right now the dependencies make it mandatory to have kernels installed through rpm people who install from source can still install the alsa modules from the source though the devices are there now thank gordon for reporting the problem and as i said you were the only one any further comments are very welcome download URL new spec URL if you aren t running kernel NUMBER NUMBER NUMBER NUMBER for iNUMBER simply rebuild the alsa driver source rpm and you ll get a package for your running kernel matthias clean custom red hat linux rpm packages URL red hat linux release NUMBER NUMBER valhalla running linux kernel NUMBER NUMBER NUMBER NUMBER load NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER ac on line battery charging NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL linux one stanza tip lost sub finding out files larger than given size lost NUMBER to find out all files in a dir over a given size try find path to dir_of_file type f size nk where n is a number like NUMBER for NUMBERmb and multiples thereof discussions on lih NUMBER jul NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL linux one stanza tip lost sub finding out files larger than given size lost NUMBER to find out all files in a dir over a given size try find path to dir_of_file type f size nk where n is a number like NUMBER for NUMBERmb and multiples thereof discussions on lih NUMBER jul NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,ok got alsa instal static inbetween mpnumber like great setup digit number number sound come front number speaker subwoof rear speaker sound also alsamix aumix unrespons well lanc wed number number number number number lanc wrote thank go give anoth tri one question switch digit analog alsa emunumberknumb tool easi enough emu config digit emu config analog similar method alsa lanc wed number number number number number matthia saou wrote followup stori made sub packag alsa driver call alsa kernel contain kernel modul alsa driver contain everyth els origin packag devic entri includ file doc allow instal singl alsa driver packag multipl alsa kernel one kernel instal right depend make mandatori kernel instal rpm peopl instal sourc still instal alsa modul sourc though devic thank gordon report problem said one comment welcom download url new spec url run kernel number number number number inumb simpli rebuild alsa driver sourc rpm get packag run kernel matthia clean custom red hat linux rpm packag url red hat linux releas number number valhalla run linux kernel number number number number load number number number number number number ac line batteri charg number number number rpm list mail list rpm list freshrpm net url linux one stanza tip lost sub find file larger given size lost number find file dir given size tri find path diroffil type f size nk n number like number numbermb multipl thereof discuss lih number jul number rpm list mail list rpm list freshrpm net url linux one stanza tip lost sub find file larger given size lost number find file dir given size tri find path diroffil type f size nk n number like number numbermb multipl thereof discuss lih number jul number rpm list mail list rpm list freshrpm net url,2614,445,1,ok got alsa installed static inbetween mpnumbers like great setup digital number number sound coming front number speakers subwoofer rear speakers sound also alsamixer aumix unresponsive well lance wed number number number number number lance wrote thanks going give another try one question switch digital analog alsa emunumberknumber tools easy enough emu config digital emu config analog similar method alsa lance wed number number number number number matthias saou wrote followup story made sub package alsa driver called alsa kernel contains kernel modules alsa driver contains everything else original package device entries include files docs allow installation single alsa driver package multiple alsa kernel one kernel installed right dependencies make mandatory kernels installed rpm people install source still install alsa modules source though devices thank gordon reporting problem said one comments welcome download url new spec url running kernel number number number number inumber simply rebuild alsa driver source rpm get package running kernel matthias clean custom red hat linux rpm packages url red hat linux release number number valhalla running linux kernel number number number number load number number number number number number ac line battery charging number number number rpm list mailing list rpm list freshrpms net url linux one stanza tip lost sub finding files larger given size lost number find files dir given size try find path diroffile type f size nk n number like number numbermb multiples thereof discussions lih number jul number rpm list mailing list rpm list freshrpms net url linux one stanza tip lost sub finding files larger given size lost number find files dir given size try find path diroffile type f size nk n number like number numbermb multiples thereof discussions lih number jul number rpm list mailing list rpm list freshrpms net url
1039,1039,1039,1039,1039,once upon a time lance wrote ok i got alsa installed and there is no static inbetween mpNUMBERs like before which is great my setup is digital NUMBER NUMBER but sound is only coming from front NUMBER speakers and subwoofer rear speakers there is no sound also alsamixer or aumix are unresponsive as well maybe you could find more info or tips on the alsa page for your card also you could try alsactl store editing etc asound state by hand for me it contains data similar to what i can control with alsamixer then run alsactl restore and see if you re able to change what you want that way matthias matthias saou world trade center edificio norte NUMBER planta system and network engineer NUMBER barcelona spain electronic group interactive phone NUMBER NUMBER NUMBER NUMBER NUMBER _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,upon time lanc wrote ok got alsa instal static inbetween mpnumber like great setup digit number number sound come front number speaker subwoof rear speaker sound also alsamix aumix unrespons well mayb could find info tip alsa page card also could tri alsactl store edit etc asound state hand contain data similar control alsamix run alsactl restor see abl chang want way matthia matthia saou world trade center edificio nort number planta system network engin number barcelona spain electron group interact phone number number number number number rpm list mail list rpm list freshrpm net url,879,147,1,upon time lance wrote ok got alsa installed static inbetween mpnumbers like great setup digital number number sound coming front number speakers subwoofer rear speakers sound also alsamixer aumix unresponsive well maybe could find info tips alsa page card also could try alsactl store editing etc asound state hand contains data similar control alsamixer run alsactl restore see able change want way matthias matthias saou world trade center edificio norte number planta system network engineer number barcelona spain electronic group interactive phone number number number number number rpm list mailing list rpm list freshrpms net url
1040,1040,1040,1040,1040,matthias saou wrote i guess hope some other people from the list will try it out both problems you reported libasound so and wrong xine dependency are now fixed in the current packages oh it s maybe also worth pointing out i ve implemented at last sorting by both last change date and alphabetically for my build list in the php code URL and yes i accept patches comments suggestions about all those spec files sure thing i ve added to the spec some flags to remove oss and isa pnp support at build time if one wishes to so is s possible to do a rpmbuild recompile rpm without oss without isapnp i haven t included oss in my NUMBER NUMBER NUMBER because vtNUMBER on my motherboard is not supported yet and i m too lazy to recompile the kernel also having the kernel compiled by me i have no kernel source package installed i ve added a flag kernsrc that also can be used without to remove the dependency for kernel source at build time it would be nice to check the correct kernel include files actually exist lib modules uname r build include linux h though however i m a beginner in rpm building is it possible to buildrequire for a file not provided by a package at all i ve googled a bit and found no way to do that i was also considering adding some sort of flag for the with cards option in alsa s configure but don t know how to do that only found out about without from your first alsa driver spec and existing rpm docs don t help much oh and one more thing at first i ve installed the first version of alsa driver for NUMBER NUMBER NUMBER NUMBER although i don t have that kernel to supply the dependency for the rest of the alsa rpm s and compiled the modules from source it created the dev files and all then wanted to make my own rpm for NUMBER NUMBER NUMBER so now i m trying to rpmbuild the alsa kernel package removed all alsa rpms and tried my spec rpmbuild ba alsa driver spec mine without oss without isapnp without kernsrc but i get this long successful compile snipped warning file listed twice dev adsp warning file listed twice dev amidi finding provides usr lib rpm find provides finding requires usr lib rpm find requires prereq bin sh bin sh rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires interp bin sh bin sh requires rpmlib rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires post bin sh requires postun bin sh requires alsa kernel NUMBER NUMBER NUMBERrcNUMBER sbin depmod processing files alsa kernel NUMBER NUMBER NUMBERrcNUMBER frNUMBER_NUMBER NUMBER NUMBER finding provides usr lib rpm find provides finding requires usr lib rpm find requires prereq rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires rpmlib rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires alsa driver NUMBER NUMBER NUMBERrcNUMBER kernel NUMBER NUMBER NUMBER checking for unpackaged file s usr lib rpm check files var tmp alsa driver NUMBER NUMBER NUMBERrcNUMBER root error installed but unpackaged file s found etc makedev d NUMBERmacros etc rc d init d alsasound rpm build errors file listed twice dev adsp file listed twice dev amidi installed but unpackaged file s found etc makedev d NUMBERmacros etc rc d init d alsasound like i said i m a beginned with rpm building so i don t understand much of what s going on here the NUMBERmacros file is from the makedev rpm and alsasound was supposed to be installed by alsa driver i think it is not in the filesystem anyway i ve looked in var tmp alsa driver NUMBER NUMBER NUMBERrcNUMBER root they are there in etc for NUMBERmacros i think the part that does it is this line in alsa driver spec cp a _sysconfdir makedev d NUMBERmacros buildroot _sysconfdir makedev d and alsasound is installed by buildidr makefile oh and i think i ve forgot to mention i m running beta null matthias silent and on the seventh day god was arrested for tresspassing ,0,matthia saou wrote guess hope peopl list tri problem report libasound wrong xine depend fix current packag oh mayb also worth point implement last sort last chang date alphabet build list php code url ye accept patch comment suggest spec file sure thing ad spec flag remov oss isa pnp support build time one wish possibl rpmbuild recompil rpm without oss without isapnp includ oss number number number vtnumber motherboard support yet lazi recompil kernel also kernel compil kernel sourc packag instal ad flag kernsrc also use without remov depend kernel sourc build time would nice check correct kernel includ file actual exist lib modul unam r build includ linux h though howev beginn rpm build possibl buildrequir file provid packag googl bit found way also consid ad sort flag card option alsa configur know found without first alsa driver spec exist rpm doc help much oh one thing first instal first version alsa driver number number number number although kernel suppli depend rest alsa rpm compil modul sourc creat dev file want make rpm number number number tri rpmbuild alsa kernel packag remov alsa rpm tri spec rpmbuild ba alsa driver spec mine without oss without isapnp without kernsrc get long success compil snip warn file list twice dev adsp warn file list twice dev amidi find provid usr lib rpm find provid find requir usr lib rpm find requir prereq bin sh bin sh rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenam number number number number requir interp bin sh bin sh requir rpmlib rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenam number number number number requir post bin sh requir postun bin sh requir alsa kernel number number numberrcnumb sbin depmod process file alsa kernel number number numberrcnumb frnumbernumb number number find provid usr lib rpm find provid find requir usr lib rpm find requir prereq rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenam number number number number requir rpmlib rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenam number number number number requir alsa driver number number numberrcnumb kernel number number number check unpackag file usr lib rpm check file var tmp alsa driver number number numberrcnumb root error instal unpackag file found etc makedev numbermacro etc rc init alsasound rpm build error file list twice dev adsp file list twice dev amidi instal unpackag file found etc makedev numbermacro etc rc init alsasound like said begin rpm build understand much go numbermacro file makedev rpm alsasound suppos instal alsa driver think filesystem anyway look var tmp alsa driver number number numberrcnumb root etc numbermacro think part line alsa driver spec cp sysconfdir makedev numbermacro buildroot sysconfdir makedev alsasound instal buildidr makefil oh think forgot mention run beta null matthia silent seventh day god arrest tresspass,4054,707,1,matthias saou wrote guess hope people list try problems reported libasound wrong xine dependency fixed current packages oh maybe also worth pointing implemented last sorting last change date alphabetically build list php code url yes accept patches comments suggestions spec files sure thing added spec flags remove oss isa pnp support build time one wishes possible rpmbuild recompile rpm without oss without isapnp included oss number number number vtnumber motherboard supported yet lazy recompile kernel also kernel compiled kernel source package installed added flag kernsrc also used without remove dependency kernel source build time would nice check correct kernel include files actually exist lib modules uname r build include linux h though however beginner rpm building possible buildrequire file provided package googled bit found way also considering adding sort flag cards option alsa configure know found without first alsa driver spec existing rpm docs help much oh one thing first installed first version alsa driver number number number number although kernel supply dependency rest alsa rpm compiled modules source created dev files wanted make rpm number number number trying rpmbuild alsa kernel package removed alsa rpms tried spec rpmbuild ba alsa driver spec mine without oss without isapnp without kernsrc get long successful compile snipped warning file listed twice dev adsp warning file listed twice dev amidi finding provides usr lib rpm find provides finding requires usr lib rpm find requires prereq bin sh bin sh rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenames number number number number requires interp bin sh bin sh requires rpmlib rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenames number number number number requires post bin sh requires postun bin sh requires alsa kernel number number numberrcnumber sbin depmod processing files alsa kernel number number numberrcnumber frnumbernumber number number finding provides usr lib rpm find provides finding requires usr lib rpm find requires prereq rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenames number number number number requires rpmlib rpmlib payloadfileshaveprefix number number number rpmlib compressedfilenames number number number number requires alsa driver number number numberrcnumber kernel number number number checking unpackaged file usr lib rpm check files var tmp alsa driver number number numberrcnumber root error installed unpackaged file found etc makedev numbermacros etc rc init alsasound rpm build errors file listed twice dev adsp file listed twice dev amidi installed unpackaged file found etc makedev numbermacros etc rc init alsasound like said beginned rpm building understand much going numbermacros file makedev rpm alsasound supposed installed alsa driver think filesystem anyway looked var tmp alsa driver number number numberrcnumber root etc numbermacros think part line alsa driver spec cp sysconfdir makedev numbermacros buildroot sysconfdir makedev alsasound installed buildidr makefile oh think forgot mention running beta null matthias silent seventh day god arrested tresspassing
